symptoms,disease
"mood_swings, fatigue, weight_loss, fast_heart_rate, excessive_hunger, restlessness, diarrhoea, irritability, muscle_weakness, abnormal_menstruation, sweating",Hyperthyroidism
"dark_urine, nausea, abdominal_pain, muscle_pain, yellowing_of_eyes, diarrhoea, vomiting, joint_pain, mild_fever, loss_of_appetite, yellowish_skin",hepatitis A
"mild_fever, diarrhoea, abdominal_pain, yellowish_skin, nausea, dark_urine, muscle_pain, vomiting, joint_pain, yellowing_of_eyes, loss_of_appetite",hepatitis A
"loss_of_appetite, muscle_pain, yellowish_skin, diarrhoea, abdominal_pain, vomiting, yellowing_of_eyes, mild_fever, nausea, joint_pain, dark_urine",hepatitis A
"continuous_sneezing, chills, shivering",Allergy
"chills, continuous_sneezing, shivering",Allergy
"continuous_sneezing, shivering, chills",Allergy
"painful_walking, movement_stiffness, stiff_neck, muscle_weakness, swelling_joints",Arthritis
"movement_stiffness, stiff_neck, muscle_weakness, swelling_joints, painful_walking",Arthritis
"movement_stiffness, swelling_joints, painful_walking, stiff_neck, muscle_weakness",Arthritis
"burning_micturition, skin_rash, stomach_pain, spotting_ urination",Drug Reaction
"spotting_ urination, skin_rash, burning_micturition, stomach_pain",Drug Reaction
"stomach_pain, burning_micturition, skin_rash, spotting_ urination",Drug Reaction
"malaise, rusty_sputum, fast_heart_rate, sweating, high_fever, chills, cough, phlegm, breathlessness, chest_pain",Pneumonia
"rusty_sputum, fast_heart_rate, breathlessness, chest_pain, cough, chills, high_fever, phlegm, malaise, sweating",Pneumonia
"chills, phlegm, high_fever, fast_heart_rate, sweating, breathlessness, malaise, cough, rusty_sputum, chest_pain",Pneumonia
"fatigue, mood_swings, weight_loss, irritability, fast_heart_rate, excessive_hunger, sweating, muscle_weakness, restlessness, abnormal_menstruation, diarrhoea",Hyperthyroidism
"irritability, diarrhoea, abnormal_menstruation, mood_swings, muscle_weakness, fatigue, fast_heart_rate, excessive_hunger, sweating, weight_loss, restlessness",Hyperthyroidism
"muscle_weakness, abnormal_menstruation, fatigue, excessive_hunger, fast_heart_rate, mood_swings, weight_loss, sweating, diarrhoea, irritability, restlessness",Hyperthyroidism
"vomiting, dark_urine, high_fever, yellowish_skin, weight_loss, abdominal_pain, fatigue",Jaundice
"abdominal_pain, high_fever, fatigue, vomiting, yellowish_skin, dark_urine, weight_loss",Jaundice
"yellowish_skin, dark_urine, weight_loss, vomiting, fatigue, high_fever, abdominal_pain",Jaundice
"loss_of_appetite, mild_fever, weight_loss, chest_pain, fatigue, malaise, chills, phlegm, blood_in_sputum, swelled_lymph_nodes, high_fever, yellowing_of_eyes, vomiting, cough, breathlessness",Tuberculosis
"blood_in_sputum, malaise, high_fever, loss_of_appetite, yellowing_of_eyes, mild_fever, chest_pain, weight_loss, phlegm, swelled_lymph_nodes, cough, breathlessness, fatigue, chills, vomiting",Tuberculosis
"malaise, cough, chills, weight_loss, mild_fever, phlegm, vomiting, swelled_lymph_nodes, blood_in_sputum, chest_pain, high_fever, breathlessness, loss_of_appetite, yellowing_of_eyes, fatigue",Tuberculosis
"knee_pain, painful_walking, neck_pain, hip_joint_pain, joint_pain, swelling_joints",Osteoarthritis
"swelling_joints, hip_joint_pain, painful_walking, joint_pain, neck_pain, knee_pain",Osteoarthritis
"painful_walking, neck_pain, joint_pain, swelling_joints, hip_joint_pain, knee_pain",Osteoarthritis
"phlegm, high_fever, muscle_pain, headache, continuous_sneezing, runny_nose, swelled_lymph_nodes, sinus_pressure, redness_of_eyes, congestion, chills, chest_pain, cough, fatigue, throat_irritation, loss_of_smell",Common Cold
"high_fever, chest_pain, cough, runny_nose, swelled_lymph_nodes, continuous_sneezing, fatigue, loss_of_smell, chills, headache, muscle_pain, redness_of_eyes, phlegm, congestion, throat_irritation, sinus_pressure",Common Cold
"chills, throat_irritation, fatigue, phlegm, headache, swelled_lymph_nodes, high_fever, cough, loss_of_smell, continuous_sneezing, sinus_pressure, chest_pain, runny_nose, redness_of_eyes, congestion, muscle_pain",Common Cold
"movement_stiffness, stiff_neck, swelling_joints, painful_walking, muscle_weakness",Arthritis
"movement_stiffness, painful_walking, stiff_neck, muscle_weakness, swelling_joints",Arthritis
"stiff_neck, muscle_weakness, movement_stiffness, swelling_joints, painful_walking",Arthritis
"indigestion, acidity, blurred_and_distorted_vision, headache, irritability, excessive_hunger, depression, visual_disturbances, stiff_neck",Migraine
"indigestion, blurred_and_distorted_vision, visual_disturbances, headache, irritability, depression, excessive_hunger, stiff_neck, acidity",Migraine
"stiff_neck, visual_disturbances, acidity, excessive_hunger, irritability, blurred_and_distorted_vision, indigestion, headache, depression",Migraine
"sweating, vomiting, breathlessness",Heart attack
"sweating, breathlessness, vomiting",Heart attack
"vomiting, sweating, breathlessness",Heart attack
"pus_filled_pimples, blackheads, skin_rash, scurring",Acne
"skin_rash, pus_filled_pimples, scurring, blackheads",Acne
"scurring, blackheads, skin_rash, pus_filled_pimples",Acne
"red_spots_over_body, fatigue, mild_fever, swelled_lymph_nodes, headache, skin_rash, high_fever, malaise, itching, loss_of_appetite",Chicken pox
"headache, high_fever, itching, malaise, mild_fever, fatigue, red_spots_over_body, swelled_lymph_nodes, loss_of_appetite, skin_rash",Chicken pox
"malaise, fatigue, red_spots_over_body, high_fever, itching, swelled_lymph_nodes, skin_rash, mild_fever, loss_of_appetite, headache",Chicken pox
"burning_micturition, skin_rash, spotting_ urination, itching, stomach_pain",Drug Reaction
"skin_rash, burning_micturition, stomach_pain, spotting_ urination, itching",Drug Reaction
"skin_rash, stomach_pain, spotting_ urination, itching, burning_micturition",Drug Reaction
"loss_of_appetite, joint_pain, nausea, fatigue, yellowish_skin, abdominal_pain, vomiting, dark_urine",Hepatitis D
"yellowish_skin, fatigue, abdominal_pain, joint_pain, nausea, loss_of_appetite, vomiting, dark_urine",Hepatitis D
"abdominal_pain, dark_urine, joint_pain, fatigue, loss_of_appetite, vomiting, yellowish_skin, nausea",Hepatitis D
"runny_nose, congestion, continuous_sneezing, chest_pain, headache, fatigue, sinus_pressure, throat_irritation, redness_of_eyes, phlegm, malaise, loss_of_smell, muscle_pain, high_fever, swelled_lymph_nodes, chills, cough",Common Cold
"congestion, headache, cough, loss_of_smell, muscle_pain, malaise, high_fever, throat_irritation, fatigue, runny_nose, swelled_lymph_nodes, phlegm, redness_of_eyes, chest_pain, sinus_pressure, continuous_sneezing, chills",Common Cold
"phlegm, throat_irritation, chest_pain, malaise, redness_of_eyes, sinus_pressure, high_fever, runny_nose, cough, chills, loss_of_smell, headache, congestion, fatigue, muscle_pain, continuous_sneezing, swelled_lymph_nodes",Common Cold
"fatigue, mild_fever, lethargy, red_spots_over_body, skin_rash, itching, malaise, headache, swelled_lymph_nodes, high_fever, loss_of_appetite",Chicken pox
"fatigue, headache, red_spots_over_body, loss_of_appetite, mild_fever, itching, lethargy, swelled_lymph_nodes, skin_rash, malaise, high_fever",Chicken pox
"itching, fatigue, mild_fever, loss_of_appetite, high_fever, headache, lethargy, swelled_lymph_nodes, red_spots_over_body, malaise, skin_rash",Chicken pox
"dark_urine, abdominal_pain, joint_pain, nausea, loss_of_appetite, fatigue, acute_liver_failure, yellowing_of_eyes, stomach_bleeding, coma, yellowish_skin, vomiting, high_fever",Hepatitis E
"fatigue, dark_urine, nausea, loss_of_appetite, vomiting, coma, yellowish_skin, acute_liver_failure, yellowing_of_eyes, abdominal_pain, stomach_bleeding, joint_pain, high_fever",Hepatitis E
"abdominal_pain, stomach_bleeding, high_fever, loss_of_appetite, yellowish_skin, fatigue, vomiting, coma, dark_urine, acute_liver_failure, joint_pain, yellowing_of_eyes, nausea",Hepatitis E
"restlessness, abnormal_menstruation, fatigue, sweating, mood_swings, fast_heart_rate, irritability, excessive_hunger, muscle_weakness, weight_loss, diarrhoea",Hyperthyroidism
"fatigue, weight_loss, abnormal_menstruation, diarrhoea, fast_heart_rate, irritability, restlessness, sweating, muscle_weakness, excessive_hunger, mood_swings",Hyperthyroidism
"fast_heart_rate, restlessness, fatigue, excessive_hunger, weight_loss, sweating, muscle_weakness, mood_swings, irritability, abnormal_menstruation, diarrhoea",Hyperthyroidism
"cough, acidity, stomach_pain, chest_pain, ulcers_on_tongue, vomiting",GERD
"chest_pain, acidity, cough, vomiting, ulcers_on_tongue, stomach_pain",GERD
"chest_pain, stomach_pain, ulcers_on_tongue, vomiting, cough, acidity",GERD
"internal_itching, loss_of_appetite, vomiting, indigestion, abdominal_pain, passage_of_gases",Peptic ulcer disease
"internal_itching, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases",Peptic ulcer disease
"indigestion, abdominal_pain, loss_of_appetite, vomiting, internal_itching, passage_of_gases",Peptic ulcer disease
"weakness_of_one_body_side, altered_sensorium, vomiting",Paralysis (brain hemorrhage)
"weakness_of_one_body_side, vomiting, altered_sensorium",Paralysis (brain hemorrhage)
"vomiting, altered_sensorium, weakness_of_one_body_side",Paralysis (brain hemorrhage)
"dizziness, loss_of_balance, weakness_in_limbs, back_pain, neck_pain",Cervical spondylosis
"weakness_in_limbs, neck_pain, dizziness, back_pain, loss_of_balance",Cervical spondylosis
"weakness_in_limbs, neck_pain, back_pain, loss_of_balance, dizziness",Cervical spondylosis
"anxiety, slurred_speech, headache, excessive_hunger, sweating, nausea, blurred_and_distorted_vision, drying_and_tingling_lips, vomiting, palpitations, irritability",Hypoglycemia
"headache, vomiting, slurred_speech, sweating, blurred_and_distorted_vision, anxiety, palpitations, irritability, nausea, drying_and_tingling_lips, excessive_hunger",Hypoglycemia
"slurred_speech, vomiting, irritability, headache, palpitations, nausea, sweating, anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger",Hypoglycemia
"chest_pain, cough, stomach_pain, acidity, ulcers_on_tongue",GERD
"cough, ulcers_on_tongue, stomach_pain, chest_pain, acidity",GERD
"acidity, cough, chest_pain, stomach_pain, ulcers_on_tongue",GERD
"belly_pain, vomiting, high_fever, toxic_look_(typhos), chills, constipation, abdominal_pain, headache, fatigue, nausea",Typhoid
"toxic_look_(typhos), belly_pain, vomiting, headache, chills, constipation, fatigue, abdominal_pain, nausea, high_fever",Typhoid
"headache, constipation, vomiting, toxic_look_(typhos), abdominal_pain, fatigue, nausea, chills, high_fever, belly_pain",Typhoid
"nodal_skin_eruptions, skin_rash, itching, dischromic _patches",Fungal infection
"nodal_skin_eruptions, dischromic _patches, skin_rash, itching",Fungal infection
"nodal_skin_eruptions, skin_rash, dischromic _patches, itching",Fungal infection
"dark_urine, high_fever, fatigue, nausea, abdominal_pain, yellowish_skin, stomach_bleeding, joint_pain, loss_of_appetite, coma, vomiting, acute_liver_failure, yellowing_of_eyes",Hepatitis E
"joint_pain, yellowish_skin, fatigue, vomiting, loss_of_appetite, high_fever, dark_urine, nausea, coma, stomach_bleeding, yellowing_of_eyes, abdominal_pain, acute_liver_failure",Hepatitis E
"vomiting, dark_urine, coma, nausea, loss_of_appetite, joint_pain, abdominal_pain, yellowish_skin, high_fever, stomach_bleeding, acute_liver_failure, fatigue, yellowing_of_eyes",Hepatitis E
"chest_pain, breathlessness, vomiting, sweating",Heart attack
"vomiting, breathlessness, chest_pain, sweating",Heart attack
"vomiting, sweating, chest_pain, breathlessness",Heart attack
"loss_of_appetite, yellowing_of_eyes, abdominal_pain, fatigue, yellowish_skin, dark_urine, nausea, vomiting, joint_pain",Hepatitis D
"abdominal_pain, fatigue, yellowing_of_eyes, loss_of_appetite, joint_pain, yellowish_skin, dark_urine, vomiting, nausea",Hepatitis D
"dark_urine, fatigue, vomiting, abdominal_pain, loss_of_appetite, nausea, yellowish_skin, yellowing_of_eyes, joint_pain",Hepatitis D
"patches_in_throat, high_fever, muscle_wasting, extra_marital_contacts",AIDS
"patches_in_throat, muscle_wasting, extra_marital_contacts, high_fever",AIDS
"muscle_wasting, extra_marital_contacts, patches_in_throat, high_fever",AIDS
"burning_micturition, skin_rash, stomach_pain, itching, spotting_ urination",Drug Reaction
"spotting_ urination, skin_rash, burning_micturition, itching, stomach_pain",Drug Reaction
"skin_rash, spotting_ urination, burning_micturition, stomach_pain, itching",Drug Reaction
"muscle_pain, congestion, sinus_pressure, malaise, fatigue, chills, chest_pain, cough, throat_irritation, phlegm, headache, high_fever, loss_of_smell, redness_of_eyes, swelled_lymph_nodes, runny_nose",Common Cold
"loss_of_smell, phlegm, fatigue, muscle_pain, sinus_pressure, high_fever, congestion, chest_pain, redness_of_eyes, chills, headache, runny_nose, cough, swelled_lymph_nodes, malaise, throat_irritation",Common Cold
"chest_pain, throat_irritation, muscle_pain, fatigue, swelled_lymph_nodes, loss_of_smell, redness_of_eyes, sinus_pressure, headache, congestion, malaise, chills, phlegm, high_fever, cough, runny_nose",Common Cold
"inflammatory_nails, joint_pain, skin_peeling, skin_rash, silver_like_dusting, small_dents_in_nails",Psoriasis
"skin_peeling, small_dents_in_nails, inflammatory_nails, joint_pain, skin_rash, silver_like_dusting",Psoriasis
"silver_like_dusting, joint_pain, inflammatory_nails, skin_rash, skin_peeling, small_dents_in_nails",Psoriasis
"inflammatory_nails, skin_rash, small_dents_in_nails, joint_pain, skin_peeling, silver_like_dusting",Psoriasis
"silver_like_dusting, skin_rash, inflammatory_nails, skin_peeling, small_dents_in_nails, joint_pain",Psoriasis
"silver_like_dusting, joint_pain, skin_rash, inflammatory_nails, small_dents_in_nails, skin_peeling",Psoriasis
"foul_smell_of urine, burning_micturition, continuous_feel_of_urine",Urinary tract infection
"burning_micturition, continuous_feel_of_urine, foul_smell_of urine",Urinary tract infection
"continuous_feel_of_urine, burning_micturition, foul_smell_of urine",Urinary tract infection
"weakness_of_one_body_side, vomiting, headache, altered_sensorium",Paralysis (brain hemorrhage)
"headache, altered_sensorium, vomiting, weakness_of_one_body_side",Paralysis (brain hemorrhage)
"weakness_of_one_body_side, altered_sensorium, vomiting, headache",Paralysis (brain hemorrhage)
"pain_during_bowel_movements, bloody_stool, irritation_in_anus, pain_in_anal_region, constipation",Dimorphic hemmorhoids(piles)
"constipation, bloody_stool, pain_in_anal_region, pain_during_bowel_movements, irritation_in_anus",Dimorphic hemmorhoids(piles)
"irritation_in_anus, pain_in_anal_region, bloody_stool, pain_during_bowel_movements, constipation",Dimorphic hemmorhoids(piles)
"fast_heart_rate, sweating, breathlessness, cough, fatigue, high_fever, rusty_sputum, chest_pain, phlegm, malaise",Pneumonia
"chest_pain, fast_heart_rate, malaise, cough, sweating, phlegm, fatigue, rusty_sputum, high_fever, breathlessness",Pneumonia
"fast_heart_rate, breathlessness, rusty_sputum, malaise, sweating, chest_pain, phlegm, cough, high_fever, fatigue",Pneumonia
"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs",Cervical spondylosis
"dizziness, neck_pain, loss_of_balance, weakness_in_limbs, back_pain",Cervical spondylosis
"weakness_in_limbs, back_pain, dizziness, neck_pain, loss_of_balance",Cervical spondylosis
"mild_fever, yellowish_skin, abdominal_pain, muscle_pain, joint_pain, loss_of_appetite, dark_urine, diarrhoea, yellowing_of_eyes, nausea, vomiting",hepatitis A
"mild_fever, diarrhoea, vomiting, nausea, loss_of_appetite, dark_urine, abdominal_pain, yellowing_of_eyes, joint_pain, yellowish_skin, muscle_pain",hepatitis A
"yellowing_of_eyes, mild_fever, abdominal_pain, muscle_pain, loss_of_appetite, vomiting, nausea, dark_urine, yellowish_skin, joint_pain, diarrhoea",hepatitis A
"swelling_joints, movement_stiffness, stiff_neck, painful_walking, muscle_weakness",Arthritis
"swelling_joints, stiff_neck, painful_walking, muscle_weakness, movement_stiffness",Arthritis
"swelling_joints, painful_walking, stiff_neck, movement_stiffness, muscle_weakness",Arthritis
"abdominal_pain, indigestion, passage_of_gases, loss_of_appetite, vomiting, internal_itching",Peptic ulcer disease
"indigestion, passage_of_gases, abdominal_pain, loss_of_appetite, internal_itching, vomiting",Peptic ulcer disease
"indigestion, internal_itching, abdominal_pain, loss_of_appetite, vomiting, passage_of_gases",Peptic ulcer disease
"loss_of_appetite, dark_urine, yellowing_of_eyes, yellowish_skin, joint_pain, vomiting, fatigue, nausea, abdominal_pain",Hepatitis D
"nausea, fatigue, vomiting, joint_pain, loss_of_appetite, abdominal_pain, yellowish_skin, yellowing_of_eyes, dark_urine",Hepatitis D
"yellowing_of_eyes, joint_pain, loss_of_appetite, dark_urine, yellowish_skin, abdominal_pain, fatigue, vomiting, nausea",Hepatitis D
"fatigue, diarrhoea, restlessness, weight_loss, muscle_weakness, abnormal_menstruation, irritability, excessive_hunger, sweating, mood_swings, fast_heart_rate",Hyperthyroidism
"mood_swings, irritability, muscle_weakness, diarrhoea, fast_heart_rate, sweating, fatigue, restlessness, excessive_hunger, weight_loss, abnormal_menstruation",Hyperthyroidism
"fast_heart_rate, abnormal_menstruation, diarrhoea, mood_swings, excessive_hunger, fatigue, sweating, muscle_weakness, restlessness, irritability, weight_loss",Hyperthyroidism
"headache, spinning_movements, unsteadiness, loss_of_balance, nausea, vomiting",(vertigo) Paroymsal Positional Vertigo
"spinning_movements, loss_of_balance, headache, unsteadiness, nausea, vomiting",(vertigo) Paroymsal Positional Vertigo
"spinning_movements, vomiting, nausea, unsteadiness, headache, loss_of_balance",(vertigo) Paroymsal Positional Vertigo
"breathlessness, chest_pain, vomiting, sweating",Heart attack
"chest_pain, sweating, vomiting, breathlessness",Heart attack
"sweating, chest_pain, breathlessness, vomiting",Heart attack
"pain_during_bowel_movements, constipation, pain_in_anal_region, bloody_stool, irritation_in_anus",Dimorphic hemmorhoids(piles)
"irritation_in_anus, pain_during_bowel_movements, constipation, pain_in_anal_region, bloody_stool",Dimorphic hemmorhoids(piles)
"bloody_stool, irritation_in_anus, constipation, pain_in_anal_region, pain_during_bowel_movements",Dimorphic hemmorhoids(piles)
"loss_of_appetite, chills, pain_behind_the_eyes, fatigue, vomiting, muscle_pain, back_pain, malaise, nausea, headache, skin_rash, high_fever, red_spots_over_body, joint_pain",Dengue
"loss_of_appetite, fatigue, skin_rash, headache, chills, back_pain, nausea, vomiting, muscle_pain, pain_behind_the_eyes, high_fever, joint_pain, malaise, red_spots_over_body",Dengue
"high_fever, muscle_pain, fatigue, red_spots_over_body, vomiting, chills, headache, malaise, pain_behind_the_eyes, nausea, loss_of_appetite, joint_pain, skin_rash, back_pain",Dengue
"patches_in_throat, high_fever, muscle_wasting, extra_marital_contacts",AIDS
"muscle_wasting, extra_marital_contacts, high_fever, patches_in_throat",AIDS
"muscle_wasting, high_fever, extra_marital_contacts, patches_in_throat",AIDS
"malaise, fatigue, back_pain, vomiting, pain_behind_the_eyes, red_spots_over_body, headache, high_fever, nausea, joint_pain, skin_rash, loss_of_appetite, muscle_pain",Dengue
"high_fever, skin_rash, fatigue, red_spots_over_body, joint_pain, vomiting, headache, back_pain, muscle_pain, pain_behind_the_eyes, loss_of_appetite, nausea, malaise",Dengue
"joint_pain, vomiting, headache, nausea, malaise, fatigue, high_fever, pain_behind_the_eyes, loss_of_appetite, red_spots_over_body, skin_rash, back_pain, muscle_pain",Dengue
"loss_of_balance, dizziness, back_pain, weakness_in_limbs",Cervical spondylosis
"dizziness, loss_of_balance, back_pain, weakness_in_limbs",Cervical spondylosis
"back_pain, loss_of_balance, dizziness, weakness_in_limbs",Cervical spondylosis
"dark_urine, nausea, abdominal_pain, mild_fever, muscle_pain, vomiting, yellowing_of_eyes, loss_of_appetite, yellowish_skin, joint_pain",hepatitis A
"nausea, joint_pain, loss_of_appetite, abdominal_pain, mild_fever, dark_urine, vomiting, yellowing_of_eyes, muscle_pain, yellowish_skin",hepatitis A
"abdominal_pain, joint_pain, yellowish_skin, nausea, yellowing_of_eyes, loss_of_appetite, dark_urine, vomiting, mild_fever, muscle_pain",hepatitis A
"headache, mild_fever, skin_rash, itching, high_fever, red_spots_over_body, malaise, lethargy, fatigue, swelled_lymph_nodes, loss_of_appetite",Chicken pox
"itching, loss_of_appetite, high_fever, malaise, fatigue, red_spots_over_body, headache, skin_rash, mild_fever, lethargy, swelled_lymph_nodes",Chicken pox
"lethargy, fatigue, high_fever, malaise, headache, mild_fever, swelled_lymph_nodes, itching, skin_rash, loss_of_appetite, red_spots_over_body",Chicken pox
"chest_pain, loss_of_balance, headache, lack_of_concentration",Hypertension
"headache, chest_pain, loss_of_balance, lack_of_concentration",Hypertension
"lack_of_concentration, loss_of_balance, chest_pain, headache",Hypertension
"yellowing_of_eyes, high_fever, loss_of_appetite, abdominal_pain, acute_liver_failure, stomach_bleeding, fatigue, vomiting, nausea, joint_pain, dark_urine, coma, yellowish_skin",Hepatitis E
"loss_of_appetite, fatigue, joint_pain, coma, dark_urine, yellowing_of_eyes, vomiting, nausea, yellowish_skin, abdominal_pain, high_fever, acute_liver_failure, stomach_bleeding",Hepatitis E
"high_fever, joint_pain, fatigue, dark_urine, acute_liver_failure, yellowing_of_eyes, coma, abdominal_pain, vomiting, stomach_bleeding, nausea, yellowish_skin, loss_of_appetite",Hepatitis E
"stomach_pain, vomiting, ulcers_on_tongue, cough, acidity, chest_pain",GERD
"cough, vomiting, stomach_pain, chest_pain, acidity, ulcers_on_tongue",GERD
"ulcers_on_tongue, cough, acidity, vomiting, stomach_pain, chest_pain",GERD
"skin_rash, pus_filled_pimples, blackheads, scurring",Acne
"blackheads, skin_rash, scurring, pus_filled_pimples",Acne
"blackheads, pus_filled_pimples, skin_rash, scurring",Acne
"fatigue, high_fever, family_history, breathlessness, cough, mucoid_sputum",Bronchial Asthma
"cough, mucoid_sputum, fatigue, family_history, high_fever, breathlessness",Bronchial Asthma
"mucoid_sputum, cough, family_history, fatigue, breathlessness, high_fever",Bronchial Asthma
"nausea, abdominal_pain, vomiting, loss_of_appetite, fatigue, acute_liver_failure, dark_urine, yellowish_skin, joint_pain, high_fever, yellowing_of_eyes, coma, stomach_bleeding",Hepatitis E
"coma, loss_of_appetite, vomiting, nausea, dark_urine, yellowish_skin, joint_pain, yellowing_of_eyes, abdominal_pain, stomach_bleeding, fatigue, acute_liver_failure, high_fever",Hepatitis E
"nausea, fatigue, stomach_bleeding, loss_of_appetite, dark_urine, joint_pain, abdominal_pain, yellowish_skin, high_fever, yellowing_of_eyes, coma, vomiting, acute_liver_failure",Hepatitis E
"skin_rash, stomach_pain, spotting_ urination, burning_micturition",Drug Reaction
"burning_micturition, skin_rash, spotting_ urination, stomach_pain",Drug Reaction
"skin_rash, stomach_pain, burning_micturition, spotting_ urination",Drug Reaction
"stomach_pain, ulcers_on_tongue, cough, vomiting, acidity",GERD
"vomiting, acidity, cough, ulcers_on_tongue, stomach_pain",GERD
"acidity, ulcers_on_tongue, stomach_pain, cough, vomiting",GERD
"headache, nausea, sweating, diarrhoea, chills, vomiting, muscle_pain",Malaria
"headache, chills, muscle_pain, nausea, sweating, vomiting, diarrhoea",Malaria
"nausea, diarrhoea, sweating, chills, vomiting, muscle_pain, headache",Malaria
"throat_irritation, continuous_sneezing, swelled_lymph_nodes, cough, muscle_pain, headache, chest_pain, sinus_pressure, chills, phlegm, loss_of_smell, redness_of_eyes, runny_nose, high_fever, malaise, fatigue, congestion",Common Cold
"malaise, loss_of_smell, swelled_lymph_nodes, cough, congestion, muscle_pain, high_fever, chills, fatigue, headache, chest_pain, sinus_pressure, redness_of_eyes, throat_irritation, continuous_sneezing, runny_nose, phlegm",Common Cold
"chills, congestion, malaise, chest_pain, redness_of_eyes, muscle_pain, high_fever, headache, continuous_sneezing, sinus_pressure, phlegm, throat_irritation, runny_nose, loss_of_smell, swelled_lymph_nodes, fatigue, cough",Common Cold
"mild_fever, skin_rash, headache, swelled_lymph_nodes, itching, lethargy, malaise, high_fever, loss_of_appetite, red_spots_over_body",Chicken pox
"itching, mild_fever, red_spots_over_body, loss_of_appetite, malaise, headache, swelled_lymph_nodes, lethargy, high_fever, skin_rash",Chicken pox
"malaise, lethargy, skin_rash, mild_fever, high_fever, swelled_lymph_nodes, headache, loss_of_appetite, itching, red_spots_over_body",Chicken pox
"sweating, headache, high_fever, chills, nausea, diarrhoea, muscle_pain, vomiting",Malaria
"diarrhoea, chills, nausea, sweating, vomiting, headache, muscle_pain, high_fever",Malaria
"muscle_pain, headache, high_fever, vomiting, nausea, sweating, diarrhoea, chills",Malaria
"receiving_blood_transfusion, receiving_unsterile_injections, loss_of_appetite, itching, dark_urine, yellowing_of_eyes, malaise, fatigue, abdominal_pain, yellow_urine, yellowish_skin",Hepatitis B
"yellowing_of_eyes, receiving_blood_transfusion, receiving_unsterile_injections, abdominal_pain, loss_of_appetite, malaise, itching, fatigue, dark_urine, yellow_urine, yellowish_skin",Hepatitis B
"fatigue, malaise, yellow_urine, abdominal_pain, yellowish_skin, itching, receiving_unsterile_injections, loss_of_appetite, dark_urine, yellowing_of_eyes, receiving_blood_transfusion",Hepatitis B
"nausea, yellowish_skin, abdominal_pain, yellowing_of_eyes, high_fever, loss_of_appetite, stomach_bleeding, joint_pain, fatigue, vomiting, coma, dark_urine",Hepatitis E
"stomach_bleeding, loss_of_appetite, joint_pain, yellowish_skin, dark_urine, nausea, coma, high_fever, fatigue, vomiting, abdominal_pain, yellowing_of_eyes",Hepatitis E
"high_fever, loss_of_appetite, fatigue, vomiting, stomach_bleeding, yellowish_skin, nausea, coma, dark_urine, joint_pain, yellowing_of_eyes, abdominal_pain",Hepatitis E
"fatigue, polyuria, lethargy, excessive_hunger, blurred_and_distorted_vision, restlessness, irregular_sugar_level, increased_appetite, weight_loss",Diabetes
"weight_loss, excessive_hunger, restlessness, increased_appetite, blurred_and_distorted_vision, lethargy, irregular_sugar_level, fatigue, polyuria",Diabetes
"polyuria, irregular_sugar_level, weight_loss, excessive_hunger, restlessness, blurred_and_distorted_vision, fatigue, lethargy, increased_appetite",Diabetes
"lethargy, depression, irritability, mood_swings, cold_hands_and_feets, dizziness, enlarged_thyroid, brittle_nails, fatigue, weight_gain, puffy_face_and_eyes, swollen_extremeties, abnormal_menstruation",Hypothyroidism
"cold_hands_and_feets, mood_swings, brittle_nails, enlarged_thyroid, depression, fatigue, weight_gain, irritability, lethargy, abnormal_menstruation, swollen_extremeties, puffy_face_and_eyes, dizziness",Hypothyroidism
"mood_swings, abnormal_menstruation, cold_hands_and_feets, lethargy, depression, brittle_nails, fatigue, enlarged_thyroid, weight_gain, swollen_extremeties, puffy_face_and_eyes, irritability, dizziness",Hypothyroidism
"weakness_in_limbs, back_pain, neck_pain, loss_of_balance, dizziness",Cervical spondylosis
"dizziness, back_pain, weakness_in_limbs, loss_of_balance, neck_pain",Cervical spondylosis
"back_pain, weakness_in_limbs, dizziness, loss_of_balance, neck_pain",Cervical spondylosis
"fatigue, high_fever, fast_heart_rate, malaise, phlegm, breathlessness, chills, chest_pain, rusty_sputum, cough",Pneumonia
"breathlessness, phlegm, chills, chest_pain, malaise, rusty_sputum, high_fever, fatigue, cough, fast_heart_rate",Pneumonia
"chills, fast_heart_rate, breathlessness, high_fever, rusty_sputum, malaise, phlegm, fatigue, chest_pain, cough",Pneumonia
"breathlessness, swelled_lymph_nodes, phlegm, mild_fever, chest_pain, high_fever, vomiting, weight_loss, sweating, loss_of_appetite, yellowing_of_eyes, blood_in_sputum, fatigue, malaise, chills",Tuberculosis
"loss_of_appetite, swelled_lymph_nodes, weight_loss, sweating, mild_fever, chills, phlegm, fatigue, vomiting, malaise, blood_in_sputum, yellowing_of_eyes, chest_pain, breathlessness, high_fever",Tuberculosis
"weight_loss, phlegm, mild_fever, fatigue, chills, vomiting, yellowing_of_eyes, chest_pain, sweating, loss_of_appetite, breathlessness, high_fever, malaise, swelled_lymph_nodes, blood_in_sputum",Tuberculosis
"red_spots_over_body, malaise, high_fever, loss_of_appetite, itching, lethargy, fatigue, swelled_lymph_nodes, skin_rash, mild_fever",Chicken pox
