symptoms,disease
"yellow_urine, itching, receiving_blood_transfusion, loss_of_appetite, fatigue, yellowing_of_eyes, receiving_unsterile_injections, lethargy, dark_urine, yellowish_skin, abdominal_pain, malaise",hepatitis b
"fatigue, abdominal_pain, dark_urine, yellowing_of_eyes, loss_of_appetite, itching, yellow_urine, receiving_unsterile_injections, receiving_blood_transfusion, malaise, lethargy, yellowish_skin",hepatitis b
"yellow_urine, malaise, fatigue, itching, loss_of_appetite, receiving_blood_transfusion, receiving_unsterile_injections, lethargy, dark_urine, yellowish_skin, abdominal_pain, yellowing_of_eyes",hepatitis b
"prolonged joint tenderness, hip discomfort",arthritis
"hip discomfort, prolonged joint tenderness",arthritis
"abdominal_pain, malaise, fatigue, dark_urine, yellowish_skin, lethargy, yellowing_of_eyes, yellow_urine, itching, receiving_blood_transfusion, loss_of_appetite, receiving_unsterile_injections",hepatitis b
"dark_urine, loss_of_appetite, itching, receiving_unsterile_injections, abdominal_pain, receiving_blood_transfusion, yellowish_skin, yellow_urine, lethargy, fatigue, malaise, yellowing_of_eyes",hepatitis b
"yellowing_of_eyes, abdominal_pain, fatigue, loss_of_appetite, itching, yellowish_skin, lethargy, malaise, dark_urine, receiving_unsterile_injections, receiving_blood_transfusion, yellow_urine",hepatitis b
"weakness_of_one_body_side, vomiting, altered_sensorium",paralysis (brain hemorrhage)
"vomiting, altered_sensorium, weakness_of_one_body_side",paralysis (brain hemorrhage)
"altered_sensorium, vomiting, weakness_of_one_body_side",paralysis (brain hemorrhage)
"ringworm in crotch area, crotch fungus",fungal infection
"crotch fungus, ringworm in crotch area",fungal infection
"obsessive fears about having cancer, intrusive sexual thoughts, intrusive violent thoughts, intrusive blasphemous thoughts, fear of saying specific words, compulsive praying, such as 'brain', fear of germs and contamination",ocd
"obsessive fears about having cancer, fear of saying specific words, fear of germs and contamination, such as 'brain', intrusive violent thoughts, intrusive blasphemous thoughts, compulsive praying, intrusive sexual thoughts",ocd
"obsessive fears about having cancer, such as 'brain', intrusive blasphemous thoughts, fear of germs and contamination, intrusive violent thoughts, intrusive sexual thoughts, compulsive praying, fear of saying specific words",ocd
"decreased coordination, hemianopia",paralysis (brain hemorrhage)
"hemianopia, decreased coordination",paralysis (brain hemorrhage)
"deep fatigue, hoarseness of voice",hepatitis c
"hoarseness of voice, deep fatigue",hepatitis c
"loss of interest or pleasure, difficulty concentrating, social withdrawal or isolation, confusion or mental cloudiness",depression
"social withdrawal or isolation, loss of interest or pleasure, difficulty concentrating, confusion or mental cloudiness",depression
"difficulty concentrating, social withdrawal or isolation, confusion or mental cloudiness, loss of interest or pleasure",depression
"nauseated feeling, sensitivity to sound",migraine
"sensitivity to sound, nauseated feeling",migraine
"severe eczema, crusting on the skin, scratching leading to raw and damaged skin, yellowish ooze from affected areas",eczema
"yellowish ooze from affected areas, severe eczema, crusting on the skin, scratching leading to raw and damaged skin",eczema
"yellowish ooze from affected areas, crusting on the skin, scratching leading to raw and damaged skin, severe eczema",eczema
"acidity, ulcers_on_tongue, vomiting, cough, stomach_pain, chest_pain",gerd
"ulcers_on_tongue, cough, chest_pain, vomiting, stomach_pain, acidity",gerd
"cough, stomach_pain, chest_pain, acidity, ulcers_on_tongue, vomiting",gerd
"difficulty concentrating, changes in appetite or weight, suicidal thoughts, emotional pain, loss of interest in activities, persistent sadness, feeling hopeless or worthless",depression
"difficulty concentrating, loss of interest in activities, changes in appetite or weight, feeling hopeless or worthless, persistent sadness, suicidal thoughts, emotional pain",depression
"emotional pain, loss of interest in activities, changes in appetite or weight, difficulty concentrating, feeling hopeless or worthless, persistent sadness, suicidal thoughts",depression
"obsessive fear of moral contamination, distress triggered by foods associated with negative experiences, distress triggered by activities associated with disliked people, distress triggered by music associated with negative experiences, distress triggered by places associated with disliked people, difficulty distinguishing between fear of moral contamination and ptsd-related distress",ocd
"obsessive fear of moral contamination, distress triggered by activities associated with disliked people, difficulty distinguishing between fear of moral contamination and ptsd-related distress, distress triggered by places associated with disliked people, distress triggered by music associated with negative experiences, distress triggered by foods associated with negative experiences",ocd
"distress triggered by foods associated with negative experiences, distress triggered by places associated with disliked people, distress triggered by music associated with negative experiences, difficulty distinguishing between fear of moral contamination and ptsd-related distress, distress triggered by activities associated with disliked people, obsessive fear of moral contamination",ocd
"slurred speech, tingling sensation, loss of motor control, chronic aches, extreme fatigue, ongoing pain",multiple sclerosis
"tingling sensation, loss of motor control, extreme fatigue, slurred speech, ongoing pain, chronic aches",multiple sclerosis
"extreme fatigue, tingling sensation, ongoing pain, slurred speech, loss of motor control, chronic aches",multiple sclerosis
"skin redness and inflammation, dry, scaly patches, itchy skin",eczema
"scaly patches, skin redness and inflammation, itchy skin, dry",eczema
"scaly patches, dry, skin redness and inflammation, itchy skin",eczema
"aphasia, arm drift",paralysis (brain hemorrhage)
"arm drift, aphasia",paralysis (brain hemorrhage)
"tingling lips, throbbing or pulsating headache, aura or visual disturbances, pressure in head, tightness in throat, sensitivity to light and sound, nausea or vomiting",migraine
"pressure in head, tingling lips, aura or visual disturbances, throbbing or pulsating headache, nausea or vomiting, tightness in throat, sensitivity to light and sound",migraine
"tightness in throat, pressure in head, throbbing or pulsating headache, aura or visual disturbances, tingling lips, sensitivity to light and sound, nausea or vomiting",migraine
"spitting blood, depression linked to ongoing gerd, anxiety due to gerd, chronic gastritis",gerd
"chronic gastritis, spitting blood, anxiety due to gerd, depression linked to ongoing gerd",gerd
"depression linked to ongoing gerd, spitting blood, chronic gastritis, anxiety due to gerd",gerd
"itchy throat, itchy lips",allergy
"itchy lips, itchy throat",allergy
"physical discomfort, emotional distress, withdrawal symptoms, intense cravings",substance abuse
"emotional distress, intense cravings, physical discomfort, withdrawal symptoms",substance abuse
"physical discomfort, withdrawal symptoms, emotional distress, intense cravings",substance abuse
"difficulty standing without assistance, muscle atrophy in arms, poor response to treatment, muscle weakness, swollen feet",multiple sclerosis
"muscle weakness, swollen feet, difficulty standing without assistance, muscle atrophy in arms, poor response to treatment",multiple sclerosis
"muscle atrophy in arms, difficulty standing without assistance, swollen feet, poor response to treatment, muscle weakness",multiple sclerosis
"breathlessness, chest_pain, phlegm, blood_in_sputum, malaise, weight_loss, loss_of_appetite, high_fever, cough, yellowing_of_eyes, sweating, fatigue, chills, swelled_lymph_nodes, mild_fever, vomiting",tuberculosis
"phlegm, weight_loss, vomiting, cough, malaise, sweating, mild_fever, high_fever, breathlessness, blood_in_sputum, yellowing_of_eyes, chest_pain, chills, loss_of_appetite, swelled_lymph_nodes, fatigue",tuberculosis
"loss_of_appetite, chest_pain, breathlessness, high_fever, malaise, phlegm, chills, sweating, fatigue, weight_loss, yellowing_of_eyes, swelled_lymph_nodes, mild_fever, vomiting, cough, blood_in_sputum",tuberculosis
"swollen lymph nodes, chest discomfort",tuberculosis
"chest discomfort, swollen lymph nodes",tuberculosis
"chills, continuous_sneezing, watering_from_eyes, shivering",allergy
"shivering, chills, watering_from_eyes, continuous_sneezing",allergy
"watering_from_eyes, shivering, chills, continuous_sneezing",allergy
"belly_pain, nausea, toxic_look_(typhos), constipation, high_fever, fatigue, headache, vomiting, chills, abdominal_pain",typhoid
"belly_pain, constipation, chills, headache, fatigue, nausea, toxic_look_(typhos), abdominal_pain, high_fever, vomiting",typhoid
"headache, chills, constipation, nausea, high_fever, fatigue, vomiting, abdominal_pain, belly_pain, toxic_look_(typhos)",typhoid
"chronic athlete’s foot, gnarly toenails",fungal infection
"gnarly toenails, chronic athlete’s foot",fungal infection
"lack of motivation for daily tasks, decreased interest in personal care, neglect of personal grooming, poor personal hygiene",depression
"neglect of personal grooming, lack of motivation for daily tasks, decreased interest in personal care, poor personal hygiene",depression
"lack of motivation for daily tasks, neglect of personal grooming, decreased interest in personal care, poor personal hygiene",depression
"pressure to conform to societal beauty standards, lack of motivation to exercise, body image issues, negative health effects",obesity
"negative health effects, pressure to conform to societal beauty standards, body image issues, lack of motivation to exercise",obesity
"pressure to conform to societal beauty standards, body image issues, negative health effects, lack of motivation to exercise",obesity
"unintentional weight loss, extreme fatigue, diarrhea, brain fog, vomiting, migraines, hair loss",celiac disease
"brain fog, unintentional weight loss, diarrhea, vomiting, migraines, hair loss, extreme fatigue",celiac disease
"hair loss, unintentional weight loss, migraines, brain fog, diarrhea, extreme fatigue, vomiting",celiac disease
"constant low-level pain, feeling brain dead, sleeping 10-12 hours a day, exhaustion, sluggishness",psoriasis
"sluggishness, feeling brain dead, constant low-level pain, sleeping 10-12 hours a day, exhaustion",psoriasis
"sluggishness, feeling brain dead, exhaustion, constant low-level pain, sleeping 10-12 hours a day",psoriasis
"sudden difficulty speaking or slurred speech, unexplained weight loss, sudden loss of appetite, sudden quietness or difficulty communicating",stroke
"unexplained weight loss, sudden loss of appetite, sudden difficulty speaking or slurred speech, sudden quietness or difficulty communicating",stroke
"sudden quietness or difficulty communicating, unexplained weight loss, sudden difficulty speaking or slurred speech, sudden loss of appetite",stroke
"paranoia, trauma, manipulative behavior, controlling behavior",stroke
"manipulative behavior, trauma, paranoia, controlling behavior",stroke
"paranoia, manipulative behavior, trauma, controlling behavior",stroke
"fear of vomiting (emetophobia), compulsive actions related to avoiding or controlling vomiting, ritualistic behaviors to prevent perceived negative outcomes",ocd
"fear of vomiting (emetophobia), ritualistic behaviors to prevent perceived negative outcomes, compulsive actions related to avoiding or controlling vomiting",ocd
"ritualistic behaviors to prevent perceived negative outcomes, compulsive actions related to avoiding or controlling vomiting, fear of vomiting (emetophobia)",ocd
"rapid heart rate, nausea, excessive worry, dissociation, stomach pain, trouble sleeping, muscle tension, restlessness",anxiety
"dissociation, trouble sleeping, excessive worry, stomach pain, nausea, rapid heart rate, restlessness, muscle tension",anxiety
"rapid heart rate, dissociation, muscle tension, restlessness, excessive worry, trouble sleeping, nausea, stomach pain",anxiety
"elevated blood pressure of 150/90, headache",hypertension
"headache, elevated blood pressure of 150/90",hypertension
"difficulty falling asleep, feelings of restlessness during sleep, using monotonous or boring content to promote sleep onset, relying on specific rituals to initiate sleep, inability to maintain sleep",insomnia
"feelings of restlessness during sleep, relying on specific rituals to initiate sleep, difficulty falling asleep, inability to maintain sleep, using monotonous or boring content to promote sleep onset",insomnia
"inability to maintain sleep, feelings of restlessness during sleep, relying on specific rituals to initiate sleep, using monotonous or boring content to promote sleep onset, difficulty falling asleep",insomnia
"respiratory distress or failure, heart attack symptoms, stroke-like symptoms, heart failure symptoms",covid-19
"stroke-like symptoms, heart failure symptoms, heart attack symptoms, respiratory distress or failure",covid-19
"heart failure symptoms, stroke-like symptoms, respiratory distress or failure, heart attack symptoms",covid-19
"electric shock-like body sensations, electric shock-like brain sensations, tingling or vibrating sensations",fibromyalgia
"electric shock-like brain sensations, tingling or vibrating sensations, electric shock-like body sensations",fibromyalgia
"electric shock-like brain sensations, electric shock-like body sensations, tingling or vibrating sensations",fibromyalgia
"yellowish_skin, nausea, loss_of_appetite, vomiting, abdominal_pain, yellowing_of_eyes, itching",chronic cholestasis
"nausea, abdominal_pain, itching, vomiting, yellowish_skin, loss_of_appetite, yellowing_of_eyes",chronic cholestasis
"nausea, vomiting, itching, yellowing_of_eyes, loss_of_appetite, yellowish_skin, abdominal_pain",chronic cholestasis
"high_fever, red_sore_around_nose, blister, yellow_crust_ooze, skin_rash",impetigo
"red_sore_around_nose, yellow_crust_ooze, high_fever, skin_rash, blister",impetigo
"high_fever, skin_rash, red_sore_around_nose, blister, yellow_crust_ooze",impetigo
"sensation of choking or difficulty swallowing, feeling of throat tightening, dry mouth",gerd
"sensation of choking or difficulty swallowing, dry mouth, feeling of throat tightening",gerd
"dry mouth, sensation of choking or difficulty swallowing, feeling of throat tightening",gerd
"headache on left side, ear pain",migraine
"ear pain, headache on left side",migraine
"movement_stiffness, swelling_joints, stiff_neck, painful_walking",arthritis
"painful_walking, stiff_neck, movement_stiffness, swelling_joints",arthritis
"movement_stiffness, painful_walking, swelling_joints, stiff_neck",arthritis
"phlegm, fatigue, sweating, high_fever, fast_heart_rate, rusty_sputum, chills, breathlessness, malaise, cough, chest_pain",pneumonia
"breathlessness, fatigue, chest_pain, malaise, fast_heart_rate, sweating, chills, rusty_sputum, cough, phlegm, high_fever",pneumonia
"chills, sweating, rusty_sputum, high_fever, phlegm, cough, breathlessness, malaise, fast_heart_rate, chest_pain, fatigue",pneumonia
"frequent urination, itchy skin on palms, itchy skin on soles of feet, excessive thirst, paronychia (nail infection)",diabetes
"excessive thirst, paronychia (nail infection), itchy skin on soles of feet, frequent urination, itchy skin on palms",diabetes
"excessive thirst, itchy skin on soles of feet, frequent urination, paronychia (nail infection), itchy skin on palms",diabetes
"celery, allergic reactions to apples, carrots",allergy
"allergic reactions to apples, celery, carrots",allergy
"carrots, celery, allergic reactions to apples",allergy
"keloid scarring, itchy skin",acne
"itchy skin, keloid scarring",acne
"swelling_joints, joint_pain, knee_pain, hip_joint_pain, painful_walking",osteoarthritis
"knee_pain, joint_pain, painful_walking, hip_joint_pain, swelling_joints",osteoarthritis
"painful_walking, joint_pain, knee_pain, swelling_joints, hip_joint_pain",osteoarthritis
"joint_pain, muscle_pain, vomiting, abdominal_pain, dark_urine, loss_of_appetite, diarrhoea, yellowish_skin, yellowing_of_eyes, mild_fever, nausea",hepatitis a
"diarrhoea, dark_urine, yellowing_of_eyes, loss_of_appetite, yellowish_skin, muscle_pain, nausea, mild_fever, abdominal_pain, joint_pain, vomiting",hepatitis a
"mild_fever, vomiting, loss_of_appetite, yellowish_skin, abdominal_pain, joint_pain, dark_urine, nausea, muscle_pain, yellowing_of_eyes, diarrhoea",hepatitis a
"dehydration, vomiting, diarrhoea",gastroenteritis
"vomiting, diarrhoea, dehydration",gastroenteritis
"vomiting, dehydration, diarrhoea",gastroenteritis
"skin_rash, burning_micturition, stomach_pain, itching",drug reaction
"skin_rash, itching, stomach_pain, burning_micturition",drug reaction
"itching, burning_micturition, stomach_pain, skin_rash",drug reaction
"dizziness or lightheadedness upon standing, headaches of a new type, symptoms worsen after physical or mental activity, or severity, difficulties with memory or concentration, muscle or joint pain without swelling, tender lymph nodes in neck or armpits, sore throat, unrefreshing sleep, pattern, persistent fatigue lasting more than 6 months",chronic fatigue syndrome
"difficulties with memory or concentration, sore throat, pattern, headaches of a new type, muscle or joint pain without swelling, dizziness or lightheadedness upon standing, or severity, tender lymph nodes in neck or armpits, symptoms worsen after physical or mental activity, persistent fatigue lasting more than 6 months, unrefreshing sleep",chronic fatigue syndrome
"headaches of a new type, symptoms worsen after physical or mental activity, persistent fatigue lasting more than 6 months, difficulties with memory or concentration, muscle or joint pain without swelling, dizziness or lightheadedness upon standing, unrefreshing sleep, tender lymph nodes in neck or armpits, sore throat, pattern, or severity",chronic fatigue syndrome
"weight_gain, lethargy, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, abnormal_menstruation, fatigue, swollen_extremeties, puffy_face_and_eyes, mood_swings, irritability, brittle_nails",hypothyroidism
"lethargy, mood_swings, weight_gain, swollen_extremeties, fatigue, puffy_face_and_eyes, irritability, depression, abnormal_menstruation, cold_hands_and_feets, enlarged_thyroid, dizziness, brittle_nails",hypothyroidism
"fatigue, enlarged_thyroid, mood_swings, puffy_face_and_eyes, swollen_extremeties, cold_hands_and_feets, abnormal_menstruation, lethargy, depression, weight_gain, dizziness, irritability, brittle_nails",hypothyroidism
"prominent_veins_on_calf, obesity, fatigue, bruising, cramps, swollen_legs",varicose veins
"bruising, prominent_veins_on_calf, swollen_legs, fatigue, cramps, obesity",varicose veins
"prominent_veins_on_calf, swollen_legs, obesity, bruising, fatigue, cramps",varicose veins
"fatigue, joint_pain, yellowing_of_eyes, stomach_bleeding, acute_liver_failure, dark_urine, loss_of_appetite, abdominal_pain, yellowish_skin, vomiting, coma, nausea",hepatitis e
"joint_pain, yellowish_skin, nausea, stomach_bleeding, yellowing_of_eyes, acute_liver_failure, coma, loss_of_appetite, vomiting, abdominal_pain, fatigue, dark_urine",hepatitis e
"stomach_bleeding, abdominal_pain, vomiting, fatigue, dark_urine, acute_liver_failure, coma, nausea, loss_of_appetite, joint_pain, yellowing_of_eyes, yellowish_skin",hepatitis e
"fatigue, emotional instability, difficulty maintaining attention",adhd
"difficulty maintaining attention, fatigue, emotional instability",adhd
"emotional instability, fatigue, difficulty maintaining attention",adhd
"discomfort in the pelvis, urethral burning",urinary tract infection
"urethral burning, discomfort in the pelvis",urinary tract infection
"coughing, lung scarring, high fever, trouble breathing",pneumonia
"trouble breathing, coughing, lung scarring, high fever",pneumonia
"trouble breathing, lung scarring, high fever, coughing",pneumonia
"loss_of_appetite, itching, nausea, vomiting, yellowing_of_eyes, yellowish_skin, abdominal_pain",chronic cholestasis
"yellowish_skin, itching, yellowing_of_eyes, nausea, abdominal_pain, loss_of_appetite, vomiting",chronic cholestasis
"yellowish_skin, abdominal_pain, nausea, yellowing_of_eyes, itching, vomiting, loss_of_appetite",chronic cholestasis
"chronic joint pain, muscle weakness, postural problems, dysfunction",arrhythmia
"dysfunction, postural problems, chronic joint pain, muscle weakness",arrhythmia
"postural problems, dysfunction, muscle weakness, chronic joint pain",arrhythmia
"elevated heart strain from increased cardiovascular demands, physical harm from intense weight loss regimes, stress-related anxiety from obsessive dieting, chronic joint pain due to excess body weight",obesity
"stress-related anxiety from obsessive dieting, elevated heart strain from increased cardiovascular demands, physical harm from intense weight loss regimes, chronic joint pain due to excess body weight",obesity
"physical harm from intense weight loss regimes, stress-related anxiety from obsessive dieting, chronic joint pain due to excess body weight, elevated heart strain from increased cardiovascular demands",obesity
"migraine, vertigo with sudden position changes",(vertigo) paroymsal positional vertigo
"vertigo with sudden position changes, migraine",(vertigo) paroymsal positional vertigo
"headache, toxic_look_(typhos), abdominal_pain, chills, constipation, high_fever, belly_pain, nausea, vomiting, diarrhoea, fatigue",typhoid
"constipation, diarrhoea, high_fever, fatigue, vomiting, belly_pain, toxic_look_(typhos), abdominal_pain, headache, chills, nausea",typhoid
"nausea, diarrhoea, high_fever, chills, belly_pain, headache, abdominal_pain, constipation, toxic_look_(typhos), fatigue, vomiting",typhoid
"family_history, yellowish_skin, yellowing_of_eyes, nausea, loss_of_appetite",hepatitis c
"nausea, loss_of_appetite, yellowish_skin, yellowing_of_eyes, family_history",hepatitis c
"family_history, yellowing_of_eyes, loss_of_appetite, nausea, yellowish_skin",hepatitis c
"difficulty fully expelling air, increased sensitivity to allergens",bronchial asthma
"increased sensitivity to allergens, difficulty fully expelling air",bronchial asthma
"painful periods, lower back pain, infertility, ovarian cysts, pain during intercourse, leg pain due to nerve involvement, chronic pelvic pain, heavy menstrual bleeding",endometriosis
"leg pain due to nerve involvement, painful periods, heavy menstrual bleeding, pain during intercourse, chronic pelvic pain, infertility, ovarian cysts, lower back pain",endometriosis
"chronic pelvic pain, painful periods, ovarian cysts, heavy menstrual bleeding, pain during intercourse, infertility, lower back pain, leg pain due to nerve involvement",endometriosis
"frequent skin infections, increased thirst, frequent headaches, abdominal pain, blurred vision, persistent nausea, tingling or numbness in hands or feet, chronic fatigue",diabetes
"chronic fatigue, persistent nausea, frequent skin infections, blurred vision, tingling or numbness in hands or feet, abdominal pain, increased thirst, frequent headaches",diabetes
"persistent nausea, frequent headaches, increased thirst, tingling or numbness in hands or feet, abdominal pain, blurred vision, chronic fatigue, frequent skin infections",diabetes
"indigestion, internal_itching, loss_of_appetite, passage_of_gases, vomiting",peptic ulcer disease
"passage_of_gases, loss_of_appetite, internal_itching, indigestion, vomiting",peptic ulcer disease
"loss_of_appetite, vomiting, passage_of_gases, indigestion, internal_itching",peptic ulcer disease
"trouble buttoning shirts, feeling denied social support, difficulty with fine motor skills",autism spectrum disorder
"feeling denied social support, difficulty with fine motor skills, trouble buttoning shirts",autism spectrum disorder
"trouble buttoning shirts, difficulty with fine motor skills, feeling denied social support",autism spectrum disorder
"difficulty understanding social cues, feeling socially isolated, challenges in social communication",autism spectrum disorder
"challenges in social communication, difficulty understanding social cues, feeling socially isolated",autism spectrum disorder
"feeling socially isolated, difficulty understanding social cues, challenges in social communication",autism spectrum disorder
"phlegm, sweating, fatigue, rusty_sputum, chest_pain, malaise, chills, fast_heart_rate, breathlessness, high_fever, cough",pneumonia
"malaise, phlegm, rusty_sputum, chest_pain, sweating, breathlessness, high_fever, fatigue, cough, fast_heart_rate, chills",pneumonia
"sweating, high_fever, chills, rusty_sputum, fast_heart_rate, phlegm, cough, malaise, breathlessness, chest_pain, fatigue",pneumonia
"emotional numbness, impact of chronic illness on mood, feeling misunderstood",depression
"feeling misunderstood, impact of chronic illness on mood, emotional numbness",depression
"impact of chronic illness on mood, feeling misunderstood, emotional numbness",depression
"heartburn, back trouble, headaches",chronic cholestasis
"back trouble, headaches, heartburn",chronic cholestasis
"back trouble, heartburn, headaches",chronic cholestasis
"severe skin inflammation, eye redness due to skin irritation, red, itchy patches, mild skin irritation",eczema
"itchy patches, red, severe skin inflammation, mild skin irritation, eye redness due to skin irritation",eczema
"eye redness due to skin irritation, red, itchy patches, mild skin irritation, severe skin inflammation",eczema
"difficulty falling asleep, racing thoughts, use of mindfulness techniques to improve sleep",insomnia
"use of mindfulness techniques to improve sleep, racing thoughts, difficulty falling asleep",insomnia
"racing thoughts, use of mindfulness techniques to improve sleep, difficulty falling asleep",insomnia
"hot flashes, skin irritation or rash, tingling sensation in the neck",anxiety
"skin irritation or rash, hot flashes, tingling sensation in the neck",anxiety
"tingling sensation in the neck, skin irritation or rash, hot flashes",anxiety
"achy bones, joint pain",common cold
"joint pain, achy bones",common cold
"anal pain, heavy menstrual bleeding, bladder sensitivity, chronic constipation, fatigue, heat sensation in pelvic region, pelvic pain, chronic anemia, severe menstrual cramps, nausea and vomiting, chronic abdominal pain, persistent pain",endometriosis
"bladder sensitivity, pelvic pain, heavy menstrual bleeding, heat sensation in pelvic region, chronic anemia, chronic abdominal pain, fatigue, severe menstrual cramps, chronic constipation, anal pain, persistent pain, nausea and vomiting",endometriosis
"fatigue, nausea and vomiting, chronic abdominal pain, heat sensation in pelvic region, anal pain, severe menstrual cramps, bladder sensitivity, chronic anemia, persistent pain, pelvic pain, heavy menstrual bleeding, chronic constipation",endometriosis
"muscle_pain, yellowish_skin, joint_pain, vomiting, yellowing_of_eyes, mild_fever, abdominal_pain, dark_urine, loss_of_appetite, diarrhoea, nausea",hepatitis a
"abdominal_pain, muscle_pain, yellowish_skin, dark_urine, diarrhoea, joint_pain, mild_fever, vomiting, yellowing_of_eyes, nausea, loss_of_appetite",hepatitis a
"yellowing_of_eyes, abdominal_pain, vomiting, dark_urine, diarrhoea, joint_pain, muscle_pain, mild_fever, loss_of_appetite, yellowish_skin, nausea",hepatitis a
"sweating, chest_pain, fatigue, chills, high_fever, rusty_sputum, fast_heart_rate, phlegm, malaise, cough",pneumonia
"chest_pain, rusty_sputum, cough, phlegm, fast_heart_rate, malaise, high_fever, chills, sweating, fatigue",pneumonia
"malaise, rusty_sputum, cough, fast_heart_rate, phlegm, chest_pain, high_fever, chills, sweating, fatigue",pneumonia
"nausea, feeling of emptiness, difficulty sleeping, headache",migraine
"feeling of emptiness, nausea, headache, difficulty sleeping",migraine
"nausea, difficulty sleeping, headache, feeling of emptiness",migraine
"restlessness, decreased concentration",hyperthyroidism
"decreased concentration, restlessness",hyperthyroidism
"disorganized shopping behavior, time blindness, executive dysfunction in cleaning, auditory processing issues, inability to make decisions in a timely manner",adhd
"auditory processing issues, disorganized shopping behavior, inability to make decisions in a timely manner, time blindness, executive dysfunction in cleaning",adhd
"disorganized shopping behavior, inability to make decisions in a timely manner, executive dysfunction in cleaning, auditory processing issues, time blindness",adhd
"severe itchiness, skin infections, skin tearing and cracking, oozing and weeping of the skin",eczema
"skin tearing and cracking, severe itchiness, oozing and weeping of the skin, skin infections",eczema
"severe itchiness, oozing and weeping of the skin, skin infections, skin tearing and cracking",eczema
"facial flushing, metallic taste",dengue
"metallic taste, facial flushing",dengue
"bloody_stool, irritation_in_anus, pain_in_anal_region, constipation, pain_during_bowel_movements",dimorphic hemmorhoids(piles)
"pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation",dimorphic hemmorhoids(piles)
"irritation_in_anus, pain_in_anal_region, bloody_stool, constipation, pain_during_bowel_movements",dimorphic hemmorhoids(piles)
"difficulty concentrating, persistent depression, chronic fatigue, frequent headaches",insomnia
"frequent headaches, chronic fatigue, persistent depression, difficulty concentrating",insomnia
"difficulty concentrating, chronic fatigue, frequent headaches, persistent depression",insomnia
"tears streaming down face without crying, swollen eye",migraine
"swollen eye, tears streaming down face without crying",migraine
"idiopathic urticaria, angioedema, joint pain or stiffness, skin rashes or lesions, headaches, brain fog, migraines, red patches of skin with silvery scales, thick, anxiety, memory issues, chronic fatigue",psoriasis
"idiopathic urticaria, anxiety, angioedema, migraines, chronic fatigue, headaches, skin rashes or lesions, brain fog, joint pain or stiffness, memory issues, red patches of skin with silvery scales, thick",psoriasis
"migraines, memory issues, brain fog, headaches, idiopathic urticaria, skin rashes or lesions, red patches of skin with silvery scales, thick, joint pain or stiffness, angioedema, chronic fatigue, anxiety",psoriasis
"tingling sensation in arm, severe pain due to nerve damage, weakness in left arm",multiple sclerosis
"severe pain due to nerve damage, weakness in left arm, tingling sensation in arm",multiple sclerosis
"severe pain due to nerve damage, tingling sensation in arm, weakness in left arm",multiple sclerosis
"fatigue, cognitive impairment, balance and coordination difficulties, muscle weakness, vision problems, numbness or tingling in limbs",multiple sclerosis
"numbness or tingling in limbs, balance and coordination difficulties, cognitive impairment, fatigue, vision problems, muscle weakness",multiple sclerosis
"vision problems, numbness or tingling in limbs, fatigue, cognitive impairment, balance and coordination difficulties, muscle weakness",multiple sclerosis
"pus_filled_pimples, skin_rash, scurring",acne
"pus_filled_pimples, scurring, skin_rash",acne
"skin_rash, pus_filled_pimples, scurring",acne
"slurred_speech, excessive_hunger, fatigue, blurred_and_distorted_vision, drying_and_tingling_lips, headache, sweating, vomiting, palpitations, anxiety, irritability",hypoglycemia
"slurred_speech, fatigue, anxiety, blurred_and_distorted_vision, irritability, palpitations, sweating, excessive_hunger, vomiting, drying_and_tingling_lips, headache",hypoglycemia
"slurred_speech, headache, palpitations, vomiting, anxiety, fatigue, irritability, drying_and_tingling_lips, sweating, blurred_and_distorted_vision, excessive_hunger",hypoglycemia
"high_fever, vomiting, malaise, loss_of_appetite, breathlessness, mild_fever, fatigue, chest_pain, chills, yellowing_of_eyes, sweating, blood_in_sputum, swelled_lymph_nodes, phlegm, cough",tuberculosis
"swelled_lymph_nodes, cough, high_fever, yellowing_of_eyes, phlegm, blood_in_sputum, mild_fever, sweating, chest_pain, vomiting, fatigue, chills, malaise, breathlessness, loss_of_appetite",tuberculosis
"blood_in_sputum, swelled_lymph_nodes, vomiting, malaise, cough, fatigue, phlegm, sweating, yellowing_of_eyes, mild_fever, chest_pain, chills, high_fever, loss_of_appetite, breathlessness",tuberculosis
"difficulty falling asleep regardless of position, inability to sleep in unfamiliar environments, not feeling sleepy before bedtime",insomnia
"inability to sleep in unfamiliar environments, not feeling sleepy before bedtime, difficulty falling asleep regardless of position",insomnia
"not feeling sleepy before bedtime, inability to sleep in unfamiliar environments, difficulty falling asleep regardless of position",insomnia
"auditory hallucinations, recurrent cough",pneumonia
"recurrent cough, auditory hallucinations",pneumonia
"hand eczema, dyshidrotic eczema (pompholyx), deep fissures on hands, painful open sores on hands",eczema
"hand eczema, dyshidrotic eczema (pompholyx), painful open sores on hands, deep fissures on hands",eczema
"deep fissures on hands, dyshidrotic eczema (pompholyx), hand eczema, painful open sores on hands",eczema
"blurred vision, heart irregularities, high blood pressure, frequent urination, recurrent infections, increased thirst",type 2 diabetes
"heart irregularities, blurred vision, high blood pressure, increased thirst, recurrent infections, frequent urination",type 2 diabetes
